TRACTCE,GEOID,FIPS,POPULATION,MEDIAN_NDVI_2019,MEDIAN_NDVI_2020,MEDIAN_NDVI_2021,MEDIAN_NDVI_2022,MEDIAN_NDVI_2023,MEDIAN_NDVI_2024,MEAN_NDVI_2019,MEAN_NDVI_2020,MEAN_NDVI_2021,MEAN_NDVI_2022,MEAN_NDVI_2023,MEAN_NDVI_2024
265524,1400000US06037265524,6037265524,2721,0.1817174504,0.1857552787,0.169638657,0.1791034735,0.1584077522,0.1693332378,0.2480775812,0.2477964114,0.220319098,0.236215695,0.2006502409,0.2333054944
134302,1400000US06037134302,6037134302,3721,0.3107925564,0.3180681339,0.2872806203,0.3028359872,0.291319667,0.3104690289,0.3113317242,0.3202356789,0.2951027031,0.3105595004,0.2971489868,0.311998589
554514,1400000US06037554514,6037554514,4444,0.2364308689,0.2322296679,0.2285410278,0.2326189421,0.2325279681,0.2402599706,0.2688488075,0.2559571539,0.2560652485,0.2551507326,0.254806871,0.2661735834
980025,1400000US06037980025,6037980025,725,0.05838995586,0.0583313937,0.05859991336,0.06629996066,0.06643105407,0.05874557218,0.1093597127,0.09672161979,0.1034359833,0.1140057396,0.1093368225,0.08819565659
269908,1400000US06037269908,6037269908,1879,0.09933675797,0.1000387296,0.09863001108,0.09578757808,0.09643435582,0.100487565,0.144003904,0.1507738799,0.1438508408,0.1418508025,0.1370110915,0.1479876598
408626,1400000US06037408626,6037408626,4299,0.3766515471,0.3846751758,0.329841169,0.3536874224,0.3883403446,0.3961199425,0.4057480873,0.4167549038,0.368015389,0.3852547219,0.4276576186,0.4146848298
124400,1400000US06037124400,6037124400,4337,0.3227722719,0.3338180364,0.3105440941,0.3298397138,0.3145335892,0.3500340457,0.3437331039,0.3435544403,0.3099368427,0.3430147119,0.3411508675,0.3726658074
602900,1400000US06037602900,6037602900,4463,0.04099684147,0.03715904345,0.04496232755,0.04481733146,0.04486812722,0.04108582537,0.09878140118,0.09029773105,0.09251215085,0.09625327546,0.1008341141,0.0939194898
270200,1400000US06037270200,6037270200,3463,0.1933040132,0.1856170465,0.1705831006,0.181123931,0.1893780202,0.1889727378,0.2070744734,0.1997484263,0.1873612615,0.2017259101,0.2100267702,0.2012427066
482403,1400000US06037482403,6037482403,3261,0.2049197362,0.1816361061,0.1818317428,0.1814055584,0.181545691,0.1890409703,0.2532070441,0.2101368836,0.2236288696,0.2222828666,0.2141157583,0.2431144148
481300,1400000US06037481300,6037481300,2936,0.2323922737,0.2244346485,0.2170459753,0.2210436368,0.2165058829,0.2363059157,0.2418778721,0.2217924586,0.228823706,0.2287610943,0.2198280629,0.2433159246
482401,1400000US06037482401,6037482401,3529,0.2407059614,0.2282338877,0.2206818877,0.2246810123,0.2130973414,0.2284953117,0.2567927218,0.236604402,0.2299347825,0.2326287254,0.2087340586,0.2462519553
535002,1400000US06037535002,6037535002,3421,0.1456992456,0.1312375553,0.1293619692,0.1338841021,0.1302679181,0.1305195245,0.1474245382,0.1355536125,0.1385758022,0.1463814098,0.1408072977,0.1459934614
404501,1400000US06037404501,6037404501,2880,0.1501482688,0.1465530762,0.1387046751,0.142955702,0.1432885626,0.1432593971,0.1868630047,0.184712129,0.1753215173,0.1778516386,0.1833495866,0.1917920939
139401,1400000US06037139401,6037139401,2847,0.1428228628,0.1430361684,0.1432161443,0.1549788341,0.138807103,0.1464035973,0.1976255816,0.1884444987,0.185533345,0.2011687942,0.1943999918,0.1962815094
128801,1400000US06037128801,6037128801,3765,0.2409360159,0.2554916665,0.2364396435,0.2479166531,0.2250418826,0.2324354478,0.2550134095,0.2587582432,0.2491073445,0.2640554062,0.2437107721,0.2595229943
603400,1400000US06037603400,6037603400,4566,0.2284414509,0.2167116672,0.2092386757,0.2049016635,0.2210066922,0.2248356965,0.2326259939,0.2211247473,0.2152868722,0.215884361,0.2283374661,0.2222871071
207307,1400000US06037207307,6037207307,1156,0.03488353031,0.02634536212,0.0329163234,0.03591092254,0.04031354971,0.0228673468,0.07200511772,0.05087304769,0.08088264839,0.08461957646,0.09184534665,0.06601143438
403401,1400000US06037403401,6037403401,4921,0.2905794839,0.2984864448,0.2753246413,0.2873857661,0.2988762846,0.3023752403,0.3324611942,0.341801614,0.3071409652,0.3212955442,0.3399390924,0.3423690721
265602,1400000US06037265602,6037265602,3291,0.3067174724,0.2988863796,0.2865004043,0.2988631725,0.291006969,0.2944266155,0.303313236,0.2904875699,0.2842366375,0.2974954246,0.274374728,0.2645757812
405701,1400000US06037405701,6037405701,3885,0.2326332096,0.2170549738,0.2047008303,0.2090324242,0.2088113137,0.2212413923,0.2399206946,0.2249226715,0.2172845171,0.2213404499,0.2206955075,0.2360223372
297602,1400000US06037297602,6037297602,3566,0.2402410189,0.2364058446,0.212808937,0.2242409709,0.2321804645,0.2486278528,0.2630990085,0.2544788668,0.2351494955,0.2492266332,0.2565115731,0.2665510021
106641,1400000US06037106641,6037106641,2296,0.3103050288,0.3177864574,0.2913241863,0.2983911088,0.3028636047,0.3146143217,0.3395760408,0.3404130903,0.3143153441,0.3204580068,0.3302196041,0.3437448291
543703,1400000US06037543703,6037543703,3378,0.1541430912,0.1463527079,0.1383169814,0.1387880648,0.1314365504,0.1383324672,0.1604688421,0.1398755187,0.145331769,0.1508004809,0.1475786324,0.1520595713
104322,1400000US06037104322,6037104322,2244,0.1350542428,0.1387284353,0.1315853401,0.1424609975,0.146837834,0.1385748365,0.1483135692,0.1559953679,0.1396174871,0.1489735922,0.1591127714,0.1615117714
208302,1400000US06037208302,6037208302,4528,0.1612790277,0.150501449,0.1505696362,0.1615798733,0.1582482282,0.1666386227,0.1955056462,0.1767339177,0.178163152,0.1924139744,0.1929416512,0.202709605
402801,1400000US06037402801,6037402801,4850,0.1071964023,0.1076924476,0.103684774,0.1033336676,0.1037739463,0.1074316373,0.1442894797,0.1460491164,0.1395647227,0.1360807197,0.1362729499,0.1455283125
267201,1400000US06037267201,6037267201,2855,0.1699388252,0.1627291892,0.1463889123,0.1545390473,0.1457341354,0.1473508626,0.2238030506,0.2170371036,0.2100344759,0.2201375114,0.1859591389,0.2114460402
267901,1400000US06037267901,6037267901,3569,0.1212818112,0.1134091459,0.1210086709,0.1286774331,0.1209438243,0.1132960323,0.1780200932,0.1631367287,0.1716534724,0.1820821424,0.1722584467,0.1750873027
501803,1400000US06037501803,6037501803,4951,0.1818115148,0.1897076481,0.1811788198,0.1815777337,0.1780672332,0.1850364004,0.2005569988,0.2024257736,0.1977173661,0.198542038,0.1933790548,0.2083067091
124105,1400000US06037124105,6037124105,2395,0.1798290295,0.1942725562,0.1778807019,0.1892606361,0.1694058031,0.1891005208,0.1955488349,0.2035930485,0.1918387545,0.2057085597,0.1916438662,0.2078379598
189600,1400000US06037189600,6037189600,3728,0.4042279429,0.3964750046,0.36944943,0.3890962905,0.3886505485,0.4277641237,0.4069613789,0.3822891423,0.3676348506,0.3891237019,0.3887439126,0.4188473489
218800,1400000US06037218800,6037218800,2598,0.1778879404,0.1708995465,0.1618315795,0.1774281089,0.1781719302,0.1857143069,0.1986891743,0.1859735703,0.1806930754,0.1974682053,0.1920667788,0.2069468118
113424,1400000US06037113424,6037113424,3433,0.2325383992,0.2366736783,0.2089183301,0.2241914565,0.212821865,0.2245590697,0.2432583735,0.2475154491,0.2270077755,0.2443804366,0.2351439619,0.2414743994
554301,1400000US06037554301,6037554301,3403,0.2479230692,0.2204790006,0.2166821653,0.2249969428,0.2210533124,0.2283989239,0.2535349698,0.2021968205,0.224445457,0.2335686451,0.2226577826,0.2349861831
104321,1400000US06037104321,6037104321,3030,0.1930873349,0.204704015,0.1816373189,0.1894912706,0.1815235666,0.1968337471,0.2026525069,0.2096744443,0.1868695631,0.1924219247,0.1960381231,0.2104695548
220000,1400000US06037220000,6037220000,5154,0.1975984113,0.1976075302,0.1857161795,0.204868302,0.189822926,0.2011799358,0.2090764802,0.2045360696,0.2020678407,0.220515041,0.2071559251,0.2178524269
920031,1400000US06037920031,6037920031,5346,0.3576467823,0.3417954798,0.2557315222,0.3261112918,0.3710043121,0.4019846939,0.3499987777,0.3428354182,0.2685310376,0.3265714453,0.3705370493,0.3910886472
502603,1400000US06037502603,6037502603,3260,0.2633399197,0.2674371826,0.2598212229,0.2561437134,0.2520812973,0.2753708121,0.2779939755,0.2770114732,0.276587576,0.2657599951,0.2534056136,0.2822672654
135205,1400000US06037135205,6037135205,2342,0.4705739702,0.5095009675,0.3534800851,0.4400263113,0.5726992448,0.5564594128,0.4546161595,0.4777468159,0.3604825407,0.438403363,0.4497657377,0.4722326026
119802,1400000US06037119802,6037119802,2956,0.2401466823,0.2433749354,0.2213493646,0.2285606002,0.221029145,0.2401863939,0.2445717152,0.2479343214,0.2279832944,0.2424640351,0.2314801533,0.255617262
137504,1400000US06037137504,6037137504,1893,0.5605066728,0.533097552,0.4317063458,0.5644019072,0.6072458368,0.6114202721,0.5256461515,0.4976816846,0.4328475726,0.5391106831,0.5353507064,0.5506584116
554302,1400000US06037554302,6037554302,4026,0.1736979827,0.1701553706,0.1618103716,0.1696572229,0.1501279026,0.157874058,0.2186653471,0.2001795256,0.1945476456,0.2041807578,0.1993751097,0.2016952948
570204,1400000US06037570204,6037570204,4086,0.2632630408,0.2593050487,0.2405413759,0.243669319,0.2353536118,0.2636549342,0.2741373197,0.2664104771,0.2567065935,0.2591334622,0.2293838041,0.2750501871
121801,1400000US06037121801,6037121801,3684,0.2167951708,0.22046658,0.1936595932,0.2125742916,0.2131498181,0.2329035734,0.2238992881,0.2174007113,0.2002974225,0.2208753662,0.2179210196,0.2362256332
104201,1400000US06037104201,6037104201,4433,0.1812630014,0.1897512649,0.1661721875,0.1700245788,0.1778910624,0.1898111075,0.1863464991,0.1901590911,0.170040687,0.1768316173,0.1867598624,0.2007443612
910607,1400000US06037910607,6037910607,3933,0.2128716635,0.2126090589,0.177398101,0.1855685325,0.1814838567,0.1973268013,0.243570655,0.2343266663,0.1903081757,0.2000554034,0.214021807,0.2241117633
701802,1400000US06037701802,6037701802,4381,0.1736309148,0.1780180142,0.1658050466,0.1777142139,0.1853172771,0.1967361604,0.2473614782,0.2454293288,0.2277356778,0.2446759585,0.2233277594,0.2621874073
554900,1400000US06037554900,6037554900,6978,0.2054415949,0.1975955485,0.1894787131,0.1891790196,0.1934257117,0.2011968509,0.2272871738,0.2137253927,0.2096491977,0.2070036104,0.2189280207,0.2220137386
194101,1400000US06037194101,6037194101,3260,0.5487219345,0.5253898451,0.4512125177,0.4942307397,0.5489739083,0.5957680264,0.5166265372,0.5048602931,0.4419046761,0.4768722792,0.5031726225,0.5535130507
192300,1400000US06037192300,6037192300,2925,0.3582505195,0.353973028,0.3490664738,0.3692938129,0.3337448644,0.3694477719,0.3793246515,0.3632233829,0.3731892829,0.394091528,0.3487134908,0.3724884578
500403,1400000US06037500403,6037500403,3898,0.2620510291,0.2753741621,0.2674129039,0.255838749,0.2541672499,0.2694104662,0.2912166692,0.3162310823,0.297922892,0.2824023282,0.284182272,0.3018926089
481603,1400000US06037481603,6037481603,3687,0.2555109262,0.2317167679,0.2403827148,0.2407062866,0.2392158031,0.2440974462,0.2479894194,0.2176288148,0.2330501515,0.2374648652,0.2193219565,0.2428321994
212304,1400000US06037212304,6037212304,2040,0.06050946532,0.05184819461,0.05631669948,0.06104738359,0.05700529849,0.0521777934,0.1389396596,0.1216276648,0.1375029178,0.1455227891,0.1317609768,0.1422915727
480201,1400000US06037480201,6037480201,3788,0.3531635774,0.3535536199,0.3494024185,0.36505336,0.3495739399,0.3773931762,0.3670913407,0.3561235728,0.3588349754,0.3809153121,0.3407213351,0.3830867711
402002,1400000US06037402002,6037402002,4258,0.3182758621,0.3262381957,0.3188964325,0.3144846069,0.3066261218,0.3303538734,0.3377146639,0.343999661,0.3358224111,0.3353887391,0.3254954354,0.3504257305
503106,1400000US06037503106,6037503106,3888,0.2558839905,0.2521835381,0.2287920634,0.232429769,0.2403526547,0.2443643101,0.2636857089,0.2636867746,0.2437161872,0.2406248816,0.2520064618,0.2394997925
186100,1400000US06037186100,6037186100,4710,0.2866648902,0.2948559547,0.2714283738,0.2753718415,0.2872337315,0.2989333911,0.3160891999,0.3148905018,0.2900329688,0.3054819496,0.3244301287,0.332014677
297001,1400000US06037297001,6037297001,1677,0.3228452086,0.3144016572,0.2911371612,0.3101312308,0.302936822,0.3259338993,0.359294459,0.3480951359,0.3246563839,0.3510699939,0.3492534869,0.3536016274
480101,1400000US06037480101,6037480101,4035,0.275676524,0.2793470253,0.2715719001,0.2793002319,0.2677057488,0.2832024133,0.2835088067,0.2892946978,0.2794005314,0.2918926075,0.2723088115,0.2823468154
203601,1400000US06037203601,6037203601,2685,0.1578244273,0.1465037371,0.1506223457,0.1540448251,0.1503330533,0.1543552127,0.1880310981,0.1682206294,0.1677896526,0.1763546965,0.1738172264,0.1849599899
211701,1400000US06037211701,6037211701,2782,0.3845487418,0.3731447607,0.3723347485,0.3734919047,0.3580734531,0.3919150233,0.3656226781,0.3518026697,0.3550168661,0.345714834,0.3288106811,0.3627281756
460101,1400000US06037460101,6037460101,5799,0.497998008,0.4902025277,0.459034482,0.4667580426,0.4786040958,0.509756362,0.4881492805,0.4770775333,0.4608501096,0.4409944298,0.4476646436,0.4366953506
532605,1400000US06037532605,6037532605,3760,0.07620910243,0.06530020307,0.07632552429,0.08014061653,0.07606428117,0.07121198718,0.1109639911,0.09481351632,0.1055897306,0.1111028228,0.1010964179,0.1034703241
541401,1400000US06037541401,6037541401,3799,0.2480194919,0.2238902891,0.2207195312,0.2249249264,0.2286848925,0.2401104344,0.2722183038,0.2288240332,0.2439597353,0.2449588623,0.254010802,0.258303033
480804,1400000US06037480804,6037480804,4817,0.2477312316,0.2362097442,0.2323683566,0.2398264895,0.2405536736,0.2476876206,0.2697080047,0.2550272136,0.2605437641,0.2660092223,0.2657670128,0.2726929254
106603,1400000US06037106603,6037106603,2968,0.5973818351,0.4120841189,0.3690992005,0.463045377,0.6526924423,0.4960314415,0.5070824743,0.4414673228,0.3474939701,0.4117008163,0.5530819034,0.4539803338
800103,1400000US06037800103,6037800103,3497,0.6152511481,0.6113762736,0.5019460971,0.6269050071,0.6583094348,0.662071365,0.5816067974,0.5772789994,0.4938665053,0.5943467195,0.5629175977,0.6010324371
276400,1400000US06037276400,6037276400,4084,0.3340700061,0.3302437971,0.3186942192,0.3263095849,0.3223150189,0.3535440797,0.3403559738,0.332355122,0.3240059949,0.3379950252,0.3328283913,0.3551327557
222001,1400000US06037222001,6037222001,3178,0.2322930803,0.2285029279,0.2249035083,0.2439887772,0.2368253512,0.2558397353,0.2384697944,0.2174517931,0.2295272277,0.2442713786,0.2196693893,0.254644868
240901,1400000US06037240901,6037240901,2711,0.2012275286,0.1927427972,0.1771219458,0.1897253655,0.1973326909,0.2045766515,0.2124739783,0.2040451869,0.1913435304,0.2012352585,0.2125989287,0.2166177695
310202,1400000US06037310202,6037310202,4902,0.310903507,0.3148406112,0.3029351591,0.306251025,0.294861956,0.3221054591,0.3142336164,0.3095597631,0.3027687412,0.323353963,0.3054388092,0.3342981926
265702,1400000US06037265702,6037265702,2751,0.3150597016,0.3104405207,0.2872364592,0.283321279,0.2829407907,0.2943677153,0.3048200172,0.2966089341,0.2823668456,0.2878958288,0.2813998788,0.2711783588
403305,1400000US06037403305,6037403305,2046,0.5328203961,0.5063281926,0.4080311131,0.4395207281,0.578931272,0.4666128213,0.4786955495,0.4647006017,0.388617956,0.4188755117,0.499712659,0.4289490795
481101,1400000US06037481101,6037481101,4063,0.1784572137,0.1736717556,0.1783305291,0.1818301464,0.1771528964,0.1778335466,0.2103407472,0.2034424637,0.2111799075,0.2157849606,0.1994148666,0.2179509792
900611,1400000US06037900611,6037900611,4592,0.1934531443,0.1892739506,0.1463275025,0.1581873906,0.1386169962,0.1977140005,0.2248257135,0.2210014975,0.1516665204,0.165650589,0.1605495621,0.2284423464
190901,1400000US06037190901,6037190901,3903,0.119538813,0.1069090497,0.115165878,0.1191460378,0.1075414075,0.107310554,0.1599031928,0.1455652685,0.1499741886,0.1617680136,0.1531520391,0.1555506082
920015,1400000US06037920015,6037920015,6627,0.5095615716,0.4589523436,0.2909020239,0.3612856616,0.5585505901,0.4957449063,0.4557225236,0.4336656045,0.3039505207,0.3593717328,0.5044392276,0.462871101
463103,1400000US06037463103,6037463103,6069,0.3532660029,0.3536266236,0.3417042987,0.34981954,0.3416434842,0.357110058,0.3507120359,0.347675151,0.3415891484,0.3472816212,0.3239358844,0.3576276437
240800,1400000US06037240800,6037240800,4364,0.2170592775,0.2083629117,0.1970764729,0.2089893221,0.2132412081,0.209116356,0.2217842101,0.2091454107,0.1971118445,0.2127413435,0.2209968019,0.2185963563
143101,1400000US06037143101,6037143101,2124,0.478938885,0.4826686602,0.4743618931,0.4897232084,0.4436010346,0.5029309821,0.4884072404,0.4847774011,0.48854647,0.5115293085,0.4374802783,0.5220200701
575402,1400000US06037575402,6037575402,3554,0.1270621642,0.1228894331,0.1114995573,0.1197498945,0.1186709993,0.1146312824,0.1476169467,0.1390499269,0.1284854993,0.1353117518,0.1299934705,0.1220695873
111204,1400000US06037111204,6037111204,5795,0.3263395669,0.3339902749,0.3145798947,0.3341194862,0.3181530619,0.3378148894,0.3509473034,0.3499082112,0.3295096501,0.3423311254,0.3404330216,0.3532303101
103401,1400000US06037103401,6037103401,2491,0.4942270991,0.4625731812,0.4006980419,0.4666054605,0.4987889118,0.5262787175,0.4455259543,0.4249945204,0.387072694,0.4243623845,0.4539046918,0.4744390985
192410,1400000US06037192410,6037192410,3674,0.2756826646,0.2681332065,0.2557603786,0.267279353,0.2513847225,0.2707143555,0.2826712518,0.2665612072,0.2627823933,0.2772806522,0.2584997421,0.2781529904
980012,1400000US06037980012,6037980012,0,0.1934169433,0.1737092067,0.1693501688,0.1854856419,0.1812117032,0.2009264523,0.2313208739,0.2031952907,0.2118437118,0.2161957384,0.2027991019,0.2363937599
123520,1400000US06037123520,6037123520,2639,0.2410476476,0.2478863522,0.2325501976,0.2443421091,0.2396731095,0.2479278357,0.2505285811,0.2426449962,0.238730885,0.2476751188,0.2478178918,0.2633700877
310601,1400000US06037310601,6037310601,6250,0.1460727958,0.1353402921,0.1273091647,0.1270720047,0.1306092736,0.1503331571,0.1763613668,0.1674746296,0.1611686744,0.1651846128,0.1620151399,0.1783730386
543801,1400000US06037543801,6037543801,5367,0.2147846024,0.1762055088,0.1813392062,0.1933902019,0.2241799309,0.2245346176,0.2484376604,0.2009437739,0.1967134704,0.2085954632,0.2702003572,0.2366463509
320201,1400000US06037320201,6037320201,3821,0.2047254777,0.2168152403,0.1977148858,0.2124773669,0.1933660157,0.2092847919,0.2342402766,0.2398767595,0.2241075525,0.232128857,0.220136416,0.2396059179
901012,1400000US06037901012,6037901012,5673,0.2088643075,0.2130403191,0.1620786477,0.1933820658,0.2091562249,0.2952218558,0.2263941382,0.225249149,0.1579882458,0.1920768524,0.2427336468,0.2830640505
236102,1400000US06037236102,6037236102,3114,0.1543305507,0.1499139984,0.1538657636,0.1700238616,0.1663585359,0.1696658576,0.1824981449,0.1668965636,0.1745984848,0.1842469828,0.1910866012,0.191262144
920041,1400000US06037920041,6037920041,2804,0.1504543359,0.1504342412,0.1304936904,0.1466757082,0.1777567337,0.2167224016,0.2058892403,0.2050185956,0.1672937534,0.1937886574,0.2220282067,0.2532706696
701302,1400000US06037701302,6037701302,4897,0.1893305816,0.1856477008,0.1736104603,0.1820506481,0.1816801548,0.1973156631,0.2127042525,0.2107082806,0.2061827609,0.2167977028,0.2055078874,0.2272767455
203602,1400000US06037203602,6037203602,2097,0.1546073895,0.1546218599,0.1542736443,0.158400437,0.1499625603,0.1582727999,0.1938736964,0.1817716817,0.186397377,0.1958737452,0.1732168527,0.1992271073
534501,1400000US06037534501,6037534501,5012,0.2091553797,0.1891091249,0.177510743,0.1971877221,0.1817534674,0.2009673735,0.2229356076,0.202745146,0.1857004416,0.1961157016,0.186882349,0.1998083924
604001,1400000US06037604001,6037604001,4391,0.1937790636,0.1931914548,0.1778003015,0.1858081862,0.1900288121,0.193752393,0.2104075161,0.2070561492,0.1944822387,0.2012078057,0.2104741323,0.2121322698
